pokemon_key,form_key,ability_key,ability_name,ability_description,is_hidden,slot
mewtwo,mega-x,steadfast,ふくつのこころ,"ひるむ たびに 不屈の心を 燃やして 素早さが 上がる。",0,1
mewtwo,mega-y,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,1
mew,default,synchronize,シンクロ,"自分が なってしまった どくや まひや やけどを 相手に うつす。",0,1
chikorita,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
chikorita,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",1,3
bayleef,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
bayleef,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",1,3
meganium,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
meganium,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",1,3
meganium,mega,mega-sol,メガソーラー,"天気が にほんばれ状態でなくても にほんばれ状態として 技を使うことができる。",0,1
cyndaquil,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
cyndaquil,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",1,3
quilava,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
quilava,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",1,3
typhlosion,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
typhlosion,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",1,3
typhlosion,hisui,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
typhlosion,hisui,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",1,3
totodile,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
totodile,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",1,3
croconaw,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
croconaw,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",1,3
feraligatr,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
feraligatr,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",1,3
feraligatr,mega,dragonize,ドラゴンスキン,"ノーマルタイプの技がドラゴンタイプになり 威力が1.2倍になる。",0,1
sentret,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,1
sentret,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,2
sentret,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",1,3
furret,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,1
furret,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,2
furret,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",1,3
hoothoot,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,1
hoothoot,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,2
hoothoot,default,tinted-lens,いろめがね,"効果が いまひとつの 技を 通常の 威力で 出すことが できる。",1,3
noctowl,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,1
noctowl,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,2
noctowl,default,tinted-lens,いろめがね,"効果が いまひとつの 技を 通常の 威力で 出すことが できる。",1,3
ledyba,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
ledyba,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
ledyba,default,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",1,3
ledian,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
ledian,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
ledian,default,iron-fist,てつのこぶし,"パンチを 使う 技の 威力が 上がる。",1,3
spinarak,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
spinarak,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,2
spinarak,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",1,3
ariados,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
ariados,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,2
ariados,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",1,3
crobat,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,1
crobat,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",1,3
chinchou,default,volt-absorb,ちくでん,"でんきタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
chinchou,default,illuminate,はっこう,"あたりを 明るくする ことで 野生の ポケモンに 遭遇 しやすくなる。",0,2
chinchou,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",1,3
lanturn,default,volt-absorb,ちくでん,"でんきタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
lanturn,default,illuminate,はっこう,"あたりを 明るくする ことで 野生の ポケモンに 遭遇 しやすくなる。",0,2
lanturn,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",1,3
pichu,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,1
pichu,default,lightning-rod,ひらいしん,"でんきタイプの 技を 自分に 寄せつけ ダメージを 受けずに 特攻が 上がる。",1,3
cleffa,default,cute-charm,メロメロボディ,"自分に 触った 相手を メロメロに することが ある。",0,1
cleffa,default,magic-guard,マジックガード,"攻撃 以外では ダメージを 受けない。",0,2
cleffa,default,friend-guard,フレンドガード,"味方の ダメージを 減らすことが できる。",1,3
igglybuff,default,cute-charm,メロメロボディ,"自分に 触った 相手を メロメロに することが ある。",0,1
igglybuff,default,competitive,かちき,"能力を 下げられると 特攻が ぐーんと 上がる。",0,2
igglybuff,default,friend-guard,フレンドガード,"味方の ダメージを 減らすことが できる。",1,3
togepi,default,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,1
togepi,default,serene-grace,てんのめぐみ,"天の恵みの おかげで 技の 追加効果が でやすい。",0,2
togepi,default,super-luck,きょううん,"強運を 持っているため 相手の 急所に 攻撃が 当たりやすい。",1,3
togetic,default,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,1
togetic,default,serene-grace,てんのめぐみ,"天の恵みの おかげで 技の 追加効果が でやすい。",0,2
togetic,default,super-luck,きょううん,"強運を 持っているため 相手の 急所に 攻撃が 当たりやすい。",1,3
natu,default,synchronize,シンクロ,"自分が なってしまった どくや まひや やけどを 相手に うつす。",0,1
natu,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
natu,default,magic-bounce,マジックミラー,"相手に だされた 変化技を 受けずに そのまま 返す ことが できる。",1,3
xatu,default,synchronize,シンクロ,"自分が なってしまった どくや まひや やけどを 相手に うつす。",0,1
xatu,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
xatu,default,magic-bounce,マジックミラー,"相手に だされた 変化技を 受けずに そのまま 返す ことが できる。",1,3
mareep,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,1
mareep,default,plus,プラス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",1,3
flaaffy,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,1
flaaffy,default,plus,プラス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",1,3
ampharos,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,1
ampharos,default,plus,プラス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",1,3
ampharos,mega,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",0,1
bellossom,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
bellossom,default,healer,いやしのこころ,"状態異常の 味方を たまに 治してあげる。",1,3
marill,default,thick-fat,あついしぼう,"厚い 脂肪で 守られているので ほのおタイプと こおりタイプの 技の ダメージを 半減させる。",0,1
marill,default,huge-power,ちからもち,"物理攻撃の 威力が ２倍になる。",0,2
marill,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",1,3
azumarill,default,thick-fat,あついしぼう,"厚い 脂肪で 守られているので ほのおタイプと こおりタイプの 技の ダメージを 半減させる。",0,1
azumarill,default,huge-power,ちからもち,"物理攻撃の 威力が ２倍になる。",0,2
azumarill,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",1,3
sudowoodo,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
sudowoodo,default,rock-head,いしあたま,"反動を 受ける 技を 出しても ＨＰが 減らない。",0,2
sudowoodo,default,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",1,3
politoed,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
politoed,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",0,2
politoed,default,drizzle,あめふらし,"登場 したときに 天気を 雨に する。",1,3
hoppip,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
hoppip,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,2
hoppip,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",1,3
skiploom,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
skiploom,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,2
skiploom,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",1,3
jumpluff,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
jumpluff,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,2
jumpluff,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",1,3
aipom,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,1
aipom,default,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",0,2
aipom,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",1,3
sunkern,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
sunkern,default,solar-power,サンパワー,"天気が 晴れると 特攻が 上がるが 毎ターン ＨＰが 減る。",0,2
sunkern,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",1,3
sunflora,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
sunflora,default,solar-power,サンパワー,"天気が 晴れると 特攻が 上がるが 毎ターン ＨＰが 減る。",0,2
sunflora,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",1,3
yanma,default,speed-boost,かそく,"毎ターン 素早さが 上がる。",0,1
yanma,default,compound-eyes,ふくがん,"複眼を 持っているため 技の 命中率が 上がる。",0,2
yanma,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",1,3
wooper,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",0,1
wooper,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,2
wooper,default,unaware,てんねん,"相手の 能力の 変化を 無視して 攻撃が できる。",1,3
wooper,paldea,poison-point,どくのトゲ,"自分に 触った 相手を どく状態に することがある。",0,1
wooper,paldea,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,2
wooper,paldea,unaware,てんねん,"相手の 能力の 変化を 無視して 攻撃が できる。",1,3
quagsire,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",0,1
quagsire,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,2
quagsire,default,unaware,てんねん,"相手の 能力の 変化を 無視して 攻撃が できる。",1,3
espeon,default,synchronize,シンクロ,"自分が なってしまった どくや まひや やけどを 相手に うつす。",0,1
espeon,default,magic-bounce,マジックミラー,"相手に だされた 変化技を 受けずに そのまま 返す ことが できる。",1,3
umbreon,default,synchronize,シンクロ,"自分が なってしまった どくや まひや やけどを 相手に うつす。",0,1
umbreon,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
murkrow,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,1
murkrow,default,super-luck,きょううん,"強運を 持っているため 相手の 急所に 攻撃が 当たりやすい。",0,2
murkrow,default,prankster,いたずらごころ,"変化技を 先制で 出すことが できる。",1,3
slowking,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",0,1
slowking,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,2
slowking,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
slowking,galar,curious-medicine,きみょうなくすり,"登場 したときに 貝がらから 薬を 振りまいて 味方の 能力変化を 元に戻す。",0,1
slowking,galar,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,2
slowking,galar,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
misdreavus,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
unown,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
wobbuffet,default,shadow-tag,かげふみ,"相手の 影を 踏み 逃げたり 交代 できなくする。",0,1
wobbuffet,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
girafarig,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,1
girafarig,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
girafarig,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",1,3
pineco,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
pineco,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
forretress,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
forretress,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
dunsparce,default,serene-grace,てんのめぐみ,"天の恵みの おかげで 技の 追加効果が でやすい。",0,1
dunsparce,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,2
dunsparce,default,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",1,3
gligar,default,hyper-cutter,かいりきバサミ,"力自慢の ハサミを 持っているので 相手に 攻撃を 下げられない。",0,1
gligar,default,sand-veil,すながくれ,"砂あらしの とき 回避率が 上がる。",0,2
gligar,default,immunity,めんえき,"体内に 免疫を 持っているため どく状態に ならない。",1,3
steelix,default,rock-head,いしあたま,"反動を 受ける 技を 出しても ＨＰが 減らない。",0,1
steelix,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,2
steelix,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",1,3
steelix,mega,sand-force,すなのちから,"天気が すなあらしの とき いわタイプと じめんタイプと はがねタイプの 威力が 上がる。",0,1
snubbull,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
snubbull,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,2
snubbull,default,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",1,3
granbull,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
granbull,default,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",0,2
granbull,default,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",1,3
qwilfish,default,poison-point,どくのトゲ,"自分に 触った 相手を どく状態に することがある。",0,1
qwilfish,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,2
qwilfish,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",1,3
qwilfish,hisui,poison-point,どくのトゲ,"自分に 触った 相手を どく状態に することがある。",0,1
qwilfish,hisui,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,2
qwilfish,hisui,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",1,3
scizor,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
scizor,default,technician,テクニシャン,"威力が 低い 技の 威力を 高くして 攻撃できる。",0,2
scizor,default,light-metal,ライトメタル,"自分の 重さが 半分に なる。",1,3
scizor,mega,technician,テクニシャン,"威力が 低い 技の 威力を 高くして 攻撃できる。",0,1
shuckle,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
shuckle,default,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",0,2
shuckle,default,contrary,あまのじゃく,"能力の 変化が 逆転して 上がるときに 下がり 下がるときに 上がる。",1,3
heracross,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
heracross,default,guts,こんじょう,"状態異常に なると 根性を だして 攻撃が 上がる。",0,2
heracross,default,moxie,じしんかじょう,"相手を 倒すと 自信が ついて 攻撃が 上がる。",1,3
heracross,mega,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",0,1
sneasel,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,1
sneasel,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,2
sneasel,default,pickpocket,わるいてぐせ,"触られた 相手の 道具を 盗んで しまう。",1,3
sneasel,hisui,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,1
sneasel,hisui,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,2
sneasel,hisui,pickpocket,わるいてぐせ,"触られた 相手の 道具を 盗んで しまう。",1,3
teddiursa,default,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",0,1
teddiursa,default,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",0,2
teddiursa,default,honey-gather,みつあつめ,"戦闘が 終わったとき あまいミツを 拾うことが ある。",1,3
ursaring,default,guts,こんじょう,"状態異常に なると 根性を だして 攻撃が 上がる。",0,1
ursaring,default,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",0,2
ursaring,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
slugma,default,magma-armor,マグマのよろい,"熱い マグマを 身にまとい こおり状態に ならない。",0,1
slugma,default,flame-body,ほのおのからだ,"自分に 触った 相手を やけど状態に する ことがある。",0,2
slugma,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
magcargo,default,magma-armor,マグマのよろい,"熱い マグマを 身にまとい こおり状態に ならない。",0,1
magcargo,default,flame-body,ほのおのからだ,"自分に 触った 相手を やけど状態に する ことがある。",0,2
magcargo,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
swinub,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",0,1
swinub,default,snow-cloak,ゆきがくれ,"天気が あられのとき 回避率が 上がる。",0,2
swinub,default,thick-fat,あついしぼう,"厚い 脂肪で 守られているので ほのおタイプと こおりタイプの 技の ダメージを 半減させる。",1,3
piloswine,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",0,1
piloswine,default,snow-cloak,ゆきがくれ,"天気が あられのとき 回避率が 上がる。",0,2
piloswine,default,thick-fat,あついしぼう,"厚い 脂肪で 守られているので ほのおタイプと こおりタイプの 技の ダメージを 半減させる。",1,3
corsola,default,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,1
corsola,default,natural-cure,しぜんかいふく,"手持ちに ひっこむと 状態異常が 治る。",0,2
corsola,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
corsola,galar,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",0,1
corsola,galar,cursed-body,のろわれボディ,"攻撃を 受けると 相手の 技を かなしばり状態に することが ある。",1,3
remoraid,default,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,1
remoraid,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",0,2
remoraid,default,moody,ムラっけ,"毎ターン 能力の どれかが ぐーんと 上がって どれかが 下がる。",1,3
octillery,default,suction-cups,きゅうばん,"吸盤で 地面に 張り付き ポケモンを 入れ替えさせる 技や 道具が 効かなくなる。",0,1
octillery,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",0,2
octillery,default,moody,ムラっけ,"毎ターン 能力の どれかが ぐーんと 上がって どれかが 下がる。",1,3
delibird,default,vital-spirit,やるき,"やる気を だすことに よって ねむり状態に ならない。",0,1
delibird,default,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,2
delibird,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",1,3
mantine,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,1
mantine,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,2
mantine,default,water-veil,みずのベール,"水のベールを 身にまとい やけど状態に ならない。",1,3
skarmory,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
skarmory,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,2
skarmory,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
skarmory,mega,stalwart,すじがねいり,"相手の 技を 引き受ける 特性や 技の 影響を 無視 できる。",0,1
houndour,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,1
houndour,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",0,2
houndour,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
houndoom,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,1
houndoom,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",0,2
houndoom,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
houndoom,mega,solar-power,サンパワー,"天気が 晴れると 特攻が 上がるが 毎ターン ＨＰが 減る。",0,1
kingdra,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,1
kingdra,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",0,2
kingdra,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",1,3
phanpy,default,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",0,1
phanpy,default,sand-veil,すながくれ,"砂あらしの とき 回避率が 上がる。",1,3
donphan,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
donphan,default,sand-veil,すながくれ,"砂あらしの とき 回避率が 上がる。",1,3
porygon2,default,trace,トレース,"登場 したとき 相手の 特性を トレースして 同じ 特性に なる。",0,1
porygon2,default,download,ダウンロード,"相手の 防御と 特防を くらべて 低い ほうの 能力に あわせて 自分の 攻撃か 特攻を 上げる。",0,2
porygon2,default,analytic,アナライズ,"いちばん 最後に 技を 出すと 技の 威力が 上がる。",1,3
stantler,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
stantler,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",0,2
stantler,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",1,3
smeargle,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,1
smeargle,default,technician,テクニシャン,"威力が 低い 技の 威力を 高くして 攻撃できる。",0,2
smeargle,default,moody,ムラっけ,"毎ターン 能力の どれかが ぐーんと 上がって どれかが 下がる。",1,3
tyrogue,default,guts,こんじょう,"状態異常に なると 根性を だして 攻撃が 上がる。",0,1
tyrogue,default,steadfast,ふくつのこころ,"ひるむ たびに 不屈の心を 燃やして 素早さが 上がる。",0,2
tyrogue,default,vital-spirit,やるき,"やる気を だすことに よって ねむり状態に ならない。",1,3
hitmontop,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
hitmontop,default,technician,テクニシャン,"威力が 低い 技の 威力を 高くして 攻撃できる。",0,2
hitmontop,default,steadfast,ふくつのこころ,"ひるむ たびに 不屈の心を 燃やして 素早さが 上がる。",1,3
smoochum,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",0,1
smoochum,default,forewarn,よちむ,"登場 したとき 相手の 持つ 技を ひとつだけ 読み取る。",0,2
smoochum,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",1,3
elekid,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,1
elekid,default,vital-spirit,やるき,"やる気を だすことに よって ねむり状態に ならない。",1,3
magby,default,flame-body,ほのおのからだ,"自分に 触った 相手を やけど状態に する ことがある。",0,1
magby,default,vital-spirit,やるき,"やる気を だすことに よって ねむり状態に ならない。",1,3
miltank,default,thick-fat,あついしぼう,"厚い 脂肪で 守られているので ほのおタイプと こおりタイプの 技の ダメージを 半減させる。",0,1
